0.2,0.2,0.2,0.2,0.2
0.0612999,0.00497806,0.00990099,0.515322,0.408499
0.0613198,0.00497967,0.00990099,0.515378,0.408421
0.0612746,0.00498031,0.00990099,0.515574,0.40827
0.0612812,0.004983,0.00990099,0.51559,0.408244
0.0612594,0.00498337,0.00990099,0.515646,0.40821
0.0611716,0.00498698,0.00990099,0.515783,0.408158
0.061221,0.00499101,0.00990099,0.51566,0.408227
0.061143,0.00499109,0.00990099,0.515774,0.408191
0.0611157,0.00499315,0.00990099,0.515695,0.408296
0.0611215,0.004983,0.00990099,0.515832,0.408163
0.0611163,0.00498471,0.00990099,0.515932,0.408066
0.0611135,0.00498663,0.00990099,0.515933,0.408066
0.0610425,0.00498725,0.00990099,0.51577,0.4083
0.0610475,0.00498766,0.00990099,0.515766,0.408298
0.0610399,0.00498918,0.00990099,0.515878,0.408192
0.0610443,0.00498954,0.00990099,0.516045,0.40802
0.0610628,0.00499105,0.00990099,0.515943,0.408102
0.0610753,0.00499421,0.00990099,0.516042,0.407987
0.0610468,0.00499615,0.00990099,0.516117,0.407939
0.0609979,0.00499643,0.00990099,0.516132,0.407972
0.0610006,0.00499879,0.00990099,0.515998,0.408102
0.0609723,0.0049986,0.00990099,0.516134,0.407994
0.0609672,0.00499818,0.00990099,0.516077,0.408057
0.0609706,0.00499847,0.00990099,0.51588,0.40825
0.0609148,0.00499816,0.00990099,0.516104,0.408082
0.0609147,0.00499815,0.00990099,0.516146,0.40804
0.0608978,0.0049989,0.00990099,0.516021,0.408181
0.0608952,0.00499868,0.00990099,0.516105,0.4081
0.0608759,0.00499923,0.00990099,0.516085,0.408139
0.060823,0.00499915,0.00990099,0.516207,0.40807
0.0607942,0.00499891,0.00990099,0.516319,0.407987
0.0607606,0.00500041,0.00990099,0.516241,0.408097
0.0614583,0.00499585,0.00990099,0.515875,0.40777
0.0614516,0.00499743,0.00990099,0.515813,0.407837
0.0614148,0.00499868,0.00990099,0.515867,0.407819
0.0613976,0.00499728,0.00990099,0.515796,0.407908
0.0613525,0.00499573,0.00990099,0.51571,0.408041
0.061345,0.00499512,0.00990099,0.515745,0.408014
0.0613595,0.0049963,0.00990099,0.515753,0.40799
0.0613467,0.00499738,0.00990099,0.515852,0.407903
0.0613382,0.0049988,0.00990099,0.515805,0.407957
0.0613665,0.00498835,0.00990099,0.515882,0.407862
0.0613227,0.00498902,0.00990099,0.516018,0.40777
0.0613196,0.00498877,0.00990099,0.515923,0.407867
0.0612254,0.00498955,0.00990099,0.516071,0.407813
0.0612248,0.0049895,0.00990099,0.515818,0.408067
0.0612535,0.00499184,0.00990099,0.515714,0.40814
0.0611973,0.00499359,0.00990099,0.515603,0.408305
0.0611653,0.00499519,0.00990099,0.515756,0.408183
0.0611899,0.00499721,0.00990099,0.515711,0.408201
0.0611699,0.00499768,0.00990099,0.515563,0.408369
0.0619079,0.00499474,0.00990099,0.515186,0.408011
0.0618699,0.00498107,0.00990099,0.515271,0.407977
0.0626296,0.00497799,0.00990099,0.514885,0.407607
0.0626297,0.004978,0.00990099,0.514867,0.407624
0.0625788,0.0049676,0.00990099,0.515025,0.407528
0.0625616,0.00495574,0.00990099,0.515057,0.407525
0.0625751,0.00495682,0.00990099,0.515015,0.407552
0.0625518,0.00495705,0.00990099,0.515052,0.407538
0.0624627,0.00495831,0.00990099,0.515232,0.407446
0.0624501,0.0049594,0.00990099,0.515216,0.407474
0.062479,0.00496169,0.00990099,0.515142,0.407517
0.0624323,0.00496214,0.00990099,0.515373,0.407331
0.0624034,0.00496192,0.00990099,0.515509,0.407224
0.0624195,0.0049632,0.00990099,0.515392,0.407324
0.0623811,0.00496431,0.00990099,0.515428,0.407326
0.062385,0.0049667,0.00990099,0.515365,0.407383
0.0623735,0.00496994,0.00990099,0.515274,0.407482
0.0623926,0.00497146,0.00990099,0.515329,0.407406
0.0623787,0.00497243,0.00990099,0.515406,0.407342
0.0623615,0.00497521,0.00990099,0.515359,0.407403
0.0623585,0.00496241,0.00990099,0.515349,0.407429
0.0623359,0.00496268,0.00990099,0.515013,0.407788
0.0623275,0.00496408,0.00990099,0.514965,0.407843
0.063066,0.00496181,0.00990099,0.514638,0.407434
0.0637916,0.00495661,0.00990099,0.514349,0.407002
0.0645182,0.00495374,0.00990099,0.514004,0.406623
0.0644938,0.00494145,0.00990099,0.514007,0.406657
0.0644427,0.00494164,0.00990099,0.51418,0.406534
0.0644081,0.00494104,0.00990099,0.514192,0.406558
0.0644254,0.00494237,0.00990099,0.514174,0.406557
0.0644108,0.0049433,0.00990099,0.514254,0.406491
0.0644136,0.00494352,0.00990099,0.51432,0.406422
0.0644395,0.00494551,0.00990099,0.514431,0.406283
0.0644318,0.00494697,0.00990099,0.514222,0.406499
0.0644463,0.00495014,0.00990099,0.514191,0.406512
0.0644244,0.00495051,0.00990099,0.514164,0.40656
0.0643822,0.00495137,0.00990099,0.514248,0.406517
0.0643852,0.0049516,0.00990099,0.514286,0.406476
0.0643915,0.00495209,0.00990099,0.514326,0.40643
0.0643206,0.00495074,0.00990099,0.514459,0.406369
0.0643406,0.00495433,0.00990099,0.514442,0.406362
0.0643241,0.00495511,0.00990099,0.514452,0.406367
0.0650231,0.00495043,0.00990099,0.514041,0.406085
0.0650133,0.00494969,0.00990099,0.514067,0.406069
0.0649961,0.00495043,0.00990099,0.514163,0.405989
0.0649604,0.0049518,0.00990099,0.514121,0.406066
0.0649743,0.00495286,0.00990099,0.514106,0.406066
0.0648983,0.0049532,0.00990099,0.51424,0.406008
0.0648292,0.00495405,0.00990099,0.514293,0.406023
0.0647712,0.00495369,0.00990099,0.514384,0.40599
0.0647719,0.00495579,0.00990099,0.514482,0.405889
0.0647565,0.00495664,0.00990099,0.514357,0.406028
0.0647416,0.00495754,0.00990099,0.514465,0.405935
0.0647052,0.00495883,0.00990099,0.514558,0.405877
0.0654278,0.00495638,0.00990099,0.514229,0.405486
0.0653753,0.0049585,0.00990099,0.514295,0.40547
0.0653878,0.00495944,0.00990099,0.514239,0.405512
0.0653506,0.00495866,0.00990099,0.514454,0.405336
0.0661012,0.00495647,0.00990099,0.514073,0.404968
0.0660123,0.00495791,0.00990099,0.514124,0.405005
0.0659918,0.0049584,0.00990099,0.514135,0.405014
0.0660279,0.00496112,0.00990099,0.51409,0.40502
0.0659908,0.00496238,0.00990099,0.514266,0.40488
0.0659669,0.00496261,0.00990099,0.514328,0.404841
0.0659354,0.00495182,0.00990099,0.514237,0.404975
0.0658992,0.00495314,0.00990099,0.514275,0.404971
0.0658767,0.00495347,0.00990099,0.514378,0.404891
0.0657707,0.00495356,0.00990099,0.514457,0.404918
0.0657417,0.00495541,0.00990099,0.514525,0.404877
0.0657556,0.00495645,0.00990099,0.514535,0.404851
0.065772,0.00495769,0.00990099,0.514659,0.404711
0.0657543,0.00496039,0.00990099,0.514668,0.404716
0.0656876,0.00496139,0.00990099,0.514709,0.404741
0.0656831,0.00496105,0.00990099,0.514772,0.404683
0.0656701,0.00496208,0.00990099,0.51481,0.404657
0.0656934,0.00496384,0.00990099,0.514748,0.404693
0.0656655,0.00496576,0.00990099,0.514648,0.404819
0.0656719,0.00496624,0.00990099,0.514605,0.404855
0.0656561,0.00496706,0.00990099,0.51453,0.404946
0.0656333,0.00496735,0.00990099,0.514663,0.404836
0.065618,0.0049682,0.00990099,0.514742,0.404771
0.0656294,0.00496906,0.00990099,0.514793,0.404708
0.065615,0.00496998,0.00990099,0.514737,0.404777
0.0656066,0.00497136,0.00990099,0.514612,0.404909
0.0656241,0.00497268,0.00990099,0.514544,0.404958
0.0656143,0.00497395,0.00990099,0.514583,0.404928
0.0655956,0.00497454,0.00990099,0.514689,0.40484
