0.5,0.5
0.4,0.6
0.307692,0.692308
0.375,0.625
0.382353,0.617647
0.352941,0.647059
0.352941,0.647059
0.315789,0.684211
0.33121,0.66879
0.344828,0.655172
0.335968,0.664032
0.397241,0.602759
0.383408,0.616592
0.369628,0.630372
0.402985,0.597015
0.425468,0.574532
0.403226,0.596774
0.377358,0.622642
0.379983,0.620017
0.373541,0.626459
0.372093,0.627907
0.3607,0.6393
0.364322,0.635678
0.363042,0.636958
0.358729,0.641271
0.336842,0.663158
0.341171,0.658829
0.332931,0.667069
0.329569,0.670431
0.340397,0.659603
0.336865,0.663135
0.33079,0.66921
0.328389,0.671611
0.322018,0.677982
0.316646,0.683354
0.310699,0.689301
0.299887,0.700113
0.296742,0.703258
0.298447,0.701553
0.308642,0.691358
0.30349,0.69651
0.300958,0.699042
0.298996,0.701004
0.294118,0.705882
0.292339,0.707661
0.29401,0.70599
0.291138,0.708862
0.288348,0.711652
0.282355,0.717645
0.280763,0.719237
0.278667,0.721333
0.27604,0.72396
0.273984,0.726016
0.272253,0.727747
0.270817,0.729183
0.268927,0.731073
0.272907,0.727093
0.273053,0.726947
0.26649,0.73351
0.264809,0.735191
0.262696,0.737304
0.26104,0.73896
0.267943,0.732057
0.270987,0.729013
0.278689,0.721311
0.282239,0.717761
0.282158,0.717842
0.284417,0.715583
0.290862,0.709138
0.293651,0.706349
0.298732,0.701268
0.304953,0.695047
0.309595,0.690405
0.309085,0.690915
0.320494,0.679506
0.325714,0.674286
0.324924,0.675076
0.329629,0.670371
0.326411,0.673589
0.327062,0.672938
0.331794,0.668206
0.339703,0.660297
0.342239,0.657761
0.341709,0.658291
0.348604,0.651396
0.352451,0.647549
0.355659,0.644341
0.363939,0.636061
0.370713,0.629287
0.373724,0.626276
0.373225,0.626775
0.376151,0.623849
0.380102,0.619898
0.385025,0.614975
0.385523,0.614477
0.388299,0.611701
0.395068,0.604932
0.399824,0.600176
0.405403,0.594597
0.410867,0.589133
0.411195,0.588805
0.413636,0.586364
0.420349,0.579651
0.42476,0.57524
0.42594,0.57406
0.430263,0.569737
0.430512,0.569488
0.434763,0.565237
0.43125,0.56875
0.434321,0.565679
0.439108,0.560892
0.443807,0.556193
0.448419,0.551581
0.45105,0.54895
0.449568,0.550432
0.448475,0.551525
0.446258,0.553742
0.444806,0.555194
0.447621,0.552379
0.45248,0.54752
0.451595,0.548405
0.452087,0.547913
0.451518,0.548482
0.452852,0.547148
0.453241,0.546759
0.451246,0.548754
0.44917,0.55083
0.450694,0.549306
0.45166,0.54834
0.451362,0.548638
0.453297,0.546703
0.456178,0.543822
0.454715,0.545285
0.45446,0.54554
0.454661,0.545339
0.453882,0.546118
0.456673,0.543327
0.4573,0.5427
0.461745,0.538255
0.462838,0.537162
0.465414,0.534586
0.466964,0.533036
0.469142,0.530858
0.472864,0.527136
0.47272,0.52728
0.475118,0.524882
0.478966,0.521034
0.479081,0.520919
0.482064,0.517936
0.482395,0.517605
0.484817,0.515183
0.487714,0.512286
0.490586,0.509414
0.490609,0.509391
0.492441,0.507559
0.494661,0.505339
0.496241,0.503759
0.497483,0.502517
0.498526,0.501474
0.498736,0.501264
0.499486,0.500514
0.502303,0.497697
0.500932,0.499068
0.500869,0.499131
0.501103,0.498897
0.502044,0.497956
0.500735,0.499265
0.503353,0.496647
0.504701,0.495299
0.503563,0.496437
0.505367,0.494633
0.504116,0.495884
0.50303,0.49697
0.503023,0.496977
0.504215,0.495785
