0.2,0.2,0.2,0.2,0.2
0.0668659,0.00828178,0.00990099,0.512474,0.402478
0.0668213,0.00825854,0.00990099,0.512271,0.402748
0.0667386,0.00825698,0.00990099,0.51235,0.402754
0.0672808,0.00824946,0.00990099,0.512146,0.402423
0.0672263,0.00824854,0.00990099,0.512083,0.402541
0.0671418,0.00824392,0.00990099,0.512121,0.402593
0.0670732,0.00824412,0.00990099,0.512184,0.402598
0.06706,0.00824249,0.00990099,0.512065,0.402732
0.0670648,0.00822547,0.00990099,0.512059,0.40275
0.0670171,0.00822535,0.00990099,0.512008,0.402848
0.0669745,0.00822298,0.00990099,0.512048,0.402854
0.066907,0.00822327,0.00990099,0.512283,0.402686
0.0668918,0.00820388,0.00990099,0.512378,0.402625
0.0668635,0.00820326,0.00990099,0.512488,0.402544
0.0668459,0.00818649,0.00990099,0.512494,0.402572
0.0668244,0.00818386,0.00990099,0.512521,0.402569
0.0667674,0.00818256,0.00990099,0.512305,0.402844
0.0667064,0.00818076,0.00990099,0.512272,0.402939
0.0666434,0.00818154,0.00990099,0.51242,0.402854
0.0672286,0.0081745,0.00990099,0.512108,0.402587
0.0672144,0.00815824,0.00990099,0.51214,0.402586
0.0671957,0.0081387,0.00990099,0.512232,0.402532
0.067145,0.00813819,0.00990099,0.512121,0.402695
0.0671206,0.00812084,0.00990099,0.512117,0.40274
0.0670897,0.00811992,0.00990099,0.512115,0.402775
0.0670425,0.00810268,0.00990099,0.511979,0.402975
0.0670118,0.00810457,0.00990099,0.511902,0.403081
0.0669662,0.00808759,0.00990099,0.512011,0.403034
0.0668999,0.00808516,0.00990099,0.512189,0.402925
0.0669108,0.00808648,0.00990099,0.512229,0.402872
0.0674159,0.00808156,0.00990099,0.512132,0.402469
0.0673801,0.00808283,0.00990099,0.512194,0.402442
0.0673451,0.00808142,0.00990099,0.512221,0.402452
0.0673247,0.00808175,0.00990099,0.512217,0.402475
0.0672845,0.00806273,0.00990099,0.512344,0.402408
0.067259,0.00806244,0.00990099,0.512429,0.402349
0.0672335,0.00804525,0.00990099,0.512581,0.402239
0.0678239,0.00803986,0.00990099,0.512079,0.402156
0.0677643,0.00803831,0.00990099,0.512053,0.402243
