0.5,0.5
0.00990099,0.990099
0.00990099,0.990099
0.00990099,0.990099
0.00990099,0.990099
0.00990099,0.990099
0.00990099,0.990099
0.00990099,0.990099
0.00990099,0.990099
0.00990099,0.990099
0.00990099,0.990099
0.00990099,0.990099
0.00990099,0.990099
0.00990099,0.990099
0.00990099,0.990099
0.00990099,0.990099
0.00990099,0.990099
0.00990099,0.990099
0.00990099,0.990099
0.00990099,0.990099
0.00990099,0.990099
0.502439,0.497561
0.341935,0.658065
0.511737,0.488263
0.564516,0.435484
0.60644,0.39356
0.62585,0.37415
0.623288,0.376712
0.607143,0.392857
0.609121,0.390879
0.595817,0.404183
0.585697,0.414303
0.566299,0.433701
0.570175,0.429825
0.579758,0.420242
0.59334,0.40666
0.59665,0.40335
0.608696,0.391304
0.589958,0.410042
0.600286,0.399714
0.602062,0.397938
0.609337,0.390663
0.60601,0.39399
0.598184,0.401816
0.60688,0.39312
0.608496,0.391504
0.602007,0.397993
0.601601,0.398399
0.60394,0.39606
0.608239,0.391761
0.602548,0.397452
0.612751,0.387249
0.616506,0.383494
0.624782,0.375218
0.629213,0.370787
0.632067,0.367933
0.624914,0.375086
0.616942,0.383058
0.61586,0.38414
0.619679,0.380321
0.615478,0.384522
0.615385,0.384615
0.607911,0.392089
0.615068,0.384932
0.611123,0.388877
0.607304,0.392696
0.607143,0.392857
0.613527,0.386473
0.6163,0.3837
0.616453,0.383547
0.616362,0.383638
0.615996,0.384004
0.612903,0.387097
0.61289,0.38711
0.613237,0.386763
0.618369,0.381631
0.624231,0.375769
0.624153,0.375847
0.623927,0.376073
0.626506,0.373494
0.631569,0.368431
0.636373,0.363627
0.638327,0.361673
0.64293,0.35707
0.642857,0.357143
0.645016,0.354984
0.64195,0.35805
0.646341,0.353659
0.642,0.358
0.644152,0.355848
0.643617,0.356383
0.640568,0.359432
0.644611,0.355389
0.644503,0.355497
0.644653,0.355347
0.642179,0.357821
0.64602,0.35398
0.646077,0.353923
0.649435,0.350565
0.652798,0.347202
0.649125,0.350875
0.646927,0.353073
0.65012,0.34988
0.643474,0.356526
0.642431,0.357569
0.639334,0.360666
0.637654,0.362346
0.636668,0.363332
0.640204,0.359796
0.637283,0.362717
0.634409,0.365591
0.633262,0.366738
0.632135,0.367865
0.631027,0.368973
0.62973,0.37027
0.6301,0.3699
0.633493,0.366507
0.635028,0.364972
0.631979,0.368021
0.63255,0.36745
0.633293,0.366707
0.635408,0.364592
0.634438,0.365562
0.63515,0.36485
0.63761,0.36239
0.638179,0.361821
0.639509,0.360491
0.640132,0.359868
0.63944,0.36056
0.641495,0.358505
0.640682,0.359318
0.642923,0.357077
0.641561,0.358439
0.643561,0.356439
0.646216,0.353784
0.64439,0.35561
0.643422,0.356578
0.643844,0.356156
0.638702,0.361298
0.636668,0.363332
0.633857,0.366143
0.634357,0.365643
0.636933,0.363067
0.639706,0.360294
0.642442,0.357558
0.643637,0.356363
0.644816,0.355184
0.642969,0.357031
0.642386,0.357614
0.643825,0.356175
0.645019,0.354981
0.643716,0.356284
0.641711,0.358289
0.642623,0.357377
0.641861,0.358139
0.643695,0.356305
0.641731,0.358269
0.641569,0.358431
0.642004,0.357996
0.642441,0.357559
0.644029,0.355971
0.643089,0.356911
0.643536,0.356464
0.643985,0.356015
0.642193,0.357807
0.642435,0.357565
0.642907,0.357093
0.644481,0.355519
0.64604,0.35396
0.645415,0.354585
0.643723,0.356277
0.642258,0.357742
0.643825,0.356175
0.646036,0.353964
0.645463,0.354537
0.646151,0.353849
0.645787,0.354213
0.645241,0.354759
0.646585,0.353415
0.644184,0.355816
0.645897,0.354103
0.644542,0.355458
0.646374,0.353626
0.64588,0.35412
